地域コード,都道府県,市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口,出生数,死亡数,転入者数（日本人移動者）,転出者数（日本人移動者）,世帯数,一般世帯数,一般世帯人員数,核家族世帯数,単独世帯数,65歳以上の世帯員のいる核家族世帯数,夫65歳以上、妻60歳以上の夫婦のみの世帯数,65歳以上世帯員の単独世帯数,婚姻件数,離婚件数,総面積（北方地域及び竹島を除く）,可住地面積,事業所数（民営）,事業所数（民営）（農業、林業）,事業所数（民営）（漁業）,事業所数（民営）（鉱業、採石業、砂利採取業）,事業所数（民営）（建設業）,事業所数（民営）（製造業）,事業所数（民営）（電気・ガス・熱供給・水道業）,事業所数（民営）（情報通信業）,事業所数（民営）（運輸業、郵便業）,事業所数（民営）（卸売業、小売業）,事業所数（民営）（金融業、保険業）,事業所数（民営）（不動産業、物品賃貸業）,事業所数（民営）（学術研究、専門・技術サービス業）,事業所数（民営）（宿泊業、飲食サービス業）,事業所数（民営）（生活関連サービス業、娯楽業）,事業所数（民営）（教育、学習支援業）,事業所数（民営）（医療、福祉）,事業所数（民営）（複合サービス事業）,事業所数（民営）（サービス業（他に分類されないもの））,従業者数（民営）,従業者数（民営）（農業、林業）,従業者数（民営）（漁業）,従業者数（民営）（鉱業、採石業、砂利採取業）,従業者数（民営）（建設業）,従業者数（民営）（製造業）,従業者数（民営）（電気・ガス・熱供給・水道業）,従業者数（民営）（情報通信業）,従業者数（民営）（運輸業、郵便業）,従業者数（民営）（卸売業、小売業）,従業者数（民営）（金融業、保険業）,従業者数（民営）（不動産業、物品賃貸業）,従業者数（民営）（学術研究、専門・技術サービス業）,従業者数（民営）（宿泊業、飲食サービス業）,従業者数（民営）（生活関連サービス業、娯楽業）,従業者数（民営）（教育、学習支援業）,従業者数（民営）（医療、福祉）,従業者数（民営）（複合サービス事業）,従業者数（民営）（サービス業（他に分類されないもの））,農家数（販売農家）,農家数（自給的農家）,一般行政部門職員数（市区町村）,経常収支比率（市町村財政）,実質公債費比率（市町村財政）,歳入決算総額（市町村財政）,地方税（市町村財政）,歳出決算総額（市町村財政）,民生費（市町村財政）,土木費（市町村財政）,教育費（市町村財政）,災害復旧費（市町村財政）,幼稚園数,幼稚園在園者数,小学校数,小学校教員数,小学校児童数,中学校数,中学校教員数,中学校生徒数,義務教育学校数,義務教育学校教員数,義務教育学校前期課程児童数,義務教育学校後期課程生徒数,高等学校数,高等学校生徒数,就業者数,就業者数（男）,就業者数（女）,完全失業者数,完全失業者数（男）,完全失業者数（女）,非労働力人口,非労働力人口（男）,非労働力人口（女）,第１次産業就業者数,第２次産業就業者数,第３次産業就業者数,公民館数,図書館数,総人口（非水洗化人口＋水洗化人口）,非水洗化人口,小売店数,飲食店数,大型小売店数,一般病院数,一般診療所数,歯科診療所数,医師数,歯科医師数,薬剤師数,保育所等数（基本票）
R07308,福島県,川俣町,12170,5986,6184,11984,5914,6070,940,458,482,6005,3174,2831,5096,2286,2810,2688,1035,1653,105,24,257,230,322,4780,4771,11844,2504,1381,1593,745,781,18,9,12770,3755,591,6,0,1,73,87,2,3,8,144,9,45,10,42,55,10,38,6,52,5216,143,0,13,449,1932,11,6,231,906,72,86,29,215,149,26,719,42,187,251,420,102,81.7,4.4,9990207,1235071,9138320,2424169,541479,1548424,314713,1,0,2,26,329,2,28,232,0,0,0,0,1,51,5628,3246,2382,183,119,64,4561,1732,2829,330,2239,2803,10,0,12065,161,122,30,4,1,13,5,16,6,22,1
R07322,福島県,大玉村,8900,4427,4473,8843,4396,4447,1322,655,667,5095,2627,2468,2455,1130,1325,1123,422,701,47,77,108,296,234,2874,2871,8798,1595,532,636,260,237,37,13,7944,3056,250,10,0,0,44,25,0,1,14,55,0,2,9,25,19,6,17,3,20,2457,74,0,0,263,505,0,1,388,606,0,3,26,117,45,59,212,26,132,530,179,74,75.9,7.2,6133700,953392,5578662,1382744,682515,681834,144279,2,257,2,40,558,1,22,282,0,0,0,0,0,0,4650,2589,2061,150,88,62,2433,901,1532,528,1535,2545,2,0,8717,449,45,14,2,0,2,1,0,1,1,1
R07342,福島県,鏡石町,12318,6030,6288,12268,6012,6256,1684,882,802,7187,3686,3501,3441,1462,1979,1661,608,1053,50,62,147,371,374,4382,4372,12130,2529,1031,1049,482,404,50,24,3130,2785,493,2,0,0,62,89,1,0,12,126,4,16,12,47,51,14,30,3,24,5244,9,0,0,427,2387,1,0,284,1025,29,32,29,165,132,135,322,27,240,308,96,72,81.9,8.5,7602904,1595214,7445299,2940382,931998,636381,133467,1,41,2,42,707,1,24,341,0,0,0,0,1,591,6099,3344,2755,271,178,93,3467,1207,2260,546,2196,3204,1,1,12555,697,99,33,2,0,11,3,8,5,16,4
R07344,福島県,天栄村,5194,2567,2627,5138,2533,2605,530,280,250,2748,1431,1317,1916,856,1060,919,322,597,56,19,119,143,133,1671,1669,5096,746,363,442,198,164,7,7,22552,3721,199,6,0,1,40,24,0,3,9,35,0,3,0,31,11,3,15,5,13,1876,48,0,2,248,730,0,6,95,139,0,7,0,133,51,75,205,35,102,396,141,62,76.8,7.8,5404695,745705,5167946,1077329,336808,535452,31755,2,90,4,37,208,1,13,111,0,0,0,0,0,0,2752,1587,1165,93,67,26,1818,632,1186,409,966,1373,1,0,5331,119,28,8,0,0,7,2,3,2,3,1
R07362,福島県,下郷町,5264,2602,2662,5248,2600,2648,476,244,232,2428,1285,1143,2360,1073,1287,1388,541,847,15,15,130,103,131,1953,1948,5110,951,510,666,324,341,9,7,31704,4370,346,10,1,2,46,20,1,1,4,93,3,4,7,79,34,3,13,5,20,1930,55,8,5,415,324,2,9,8,352,7,18,41,336,57,14,186,27,66,356,281,76,81,6.5,5521330,1001340,5182150,991620,849451,526761,23160,0,0,3,31,159,1,16,122,0,0,0,0,0,0,2659,1500,1159,137,103,34,1911,717,1194,368,779,1506,1,0,5158,1182,87,47,0,0,4,1,5,3,2,2
R07364,福島県,檜枝岐村,504,259,245,504,259,245,58,32,26,252,136,116,194,91,103,123,53,70,0,2,3,12,20,228,227,503,122,74,70,41,25,2,0,39046,5246,82,0,0,0,4,1,0,0,2,6,0,0,0,55,6,2,2,2,2,301,0,0,0,12,4,0,0,5,19,0,0,0,172,19,3,30,7,30,2,6,30,88.6,1.8,2242329,409433,2133723,160270,93989,158538,0,0,0,1,8,27,1,8,13,0,0,0,0,0,0,293,166,127,3,3,0,150,58,92,6,13,274,1,0,522,0,8,9,0,0,1,0,1,0,0,0
R07367,福島県,只見町,4044,1976,2068,4014,1962,2052,353,191,162,1783,967,816,1907,817,1090,1184,462,722,30,19,81,79,128,1634,1628,3875,763,533,524,291,329,6,3,74756,17151,287,14,0,1,43,25,1,0,7,52,4,6,6,55,30,2,15,6,20,1652,151,0,20,287,318,12,0,52,190,16,18,44,178,86,4,184,32,60,185,250,68,79.3,3,6194756,848646,6071750,854414,722437,693776,4903,0,0,3,28,125,1,14,77,0,0,0,0,1,89,2051,1166,885,40,27,13,1590,586,1004,303,602,1105,3,0,3889,58,50,14,0,0,2,1,2,2,1,3
R07368,福島県,南会津町,14451,7116,7335,14370,7086,7284,1331,661,670,7030,3775,3255,6048,2647,3401,3517,1361,2156,68,46,273,309,503,5894,5879,14053,2877,1865,1783,967,1010,37,17,88647,7989,959,21,0,3,114,75,1,3,21,230,11,23,31,162,103,12,52,18,79,5573,206,0,38,709,1072,25,4,224,1105,88,41,180,517,232,35,663,147,287,532,559,186,86.6,5.8,14284973,1581919,13867958,2887900,1748503,1125446,70500,2,37,7,83,505,4,56,301,0,0,0,0,1,170,7310,4104,3206,204,147,57,5316,2036,3280,973,1893,4358,4,1,14231,3178,208,69,1,1,14,8,16,11,17,5
R07402,福島県,北塩原村,2556,1290,1266,2521,1277,1244,258,136,122,1349,725,624,948,428,520,441,155,286,35,3,37,70,102,1003,999,2501,483,305,277,145,113,2,3,23408,2564,228,0,0,0,16,10,0,1,3,25,1,5,3,125,17,2,8,5,7,1273,0,0,0,74,117,0,2,13,100,5,17,6,739,94,5,59,20,22,137,93,47,86.7,14.3,3427101,426463,3253661,460920,409282,267069,34296,2,34,2,18,82,2,19,63,0,0,0,0,0,0,1506,824,682,37,27,10,743,299,444,202,294,997,1,0,2535,157,20,17,0,0,4,0,1,0,0,1
R07405,福島県,西会津町,5770,2789,2981,5732,2782,2950,468,224,244,2582,1373,1209,2718,1190,1528,1604,585,1019,38,20,145,99,134,2352,2340,5641,1133,712,808,386,482,11,8,29818,4812,314,5,0,0,56,30,1,1,5,77,2,1,5,38,30,5,24,9,25,1907,16,0,0,310,501,25,8,45,296,11,4,7,123,149,14,219,77,102,395,251,92,87.8,12.6,7257580,608184,7026669,1166225,835685,344622,31084,0,0,1,15,196,1,14,97,0,0,0,0,1,44,2917,1676,1241,111,67,44,2263,814,1449,489,984,1441,5,0,5744,1499,71,28,0,0,8,2,4,2,0,1
R07407,福島県,磐梯町,3322,1604,1718,3313,1599,1714,421,205,216,1655,872,783,1246,527,719,672,234,438,9,14,50,75,99,1079,1077,3226,535,220,292,114,155,7,5,5977,2125,119,4,0,0,12,24,1,0,2,18,0,2,2,23,9,2,5,2,13,2652,46,0,0,65,1896,2,0,10,111,0,13,2,212,22,9,156,16,92,175,123,52,74.2,12.6,5385382,579712,5147648,732813,432841,385106,627,1,70,2,22,172,1,12,81,0,0,0,0,0,0,1632,904,728,47,32,15,1189,443,746,232,442,920,1,0,3303,278,17,8,0,0,2,0,2,0,5,1
R07408,福島県,猪苗代町,13552,6533,7019,13482,6506,6976,1422,738,684,6723,3473,3250,5360,2294,3066,2907,1034,1873,64,47,255,285,382,4718,4694,12977,2174,1268,1330,576,660,39,4,39485,7365,770,20,2,3,86,46,2,4,12,162,5,32,16,165,72,29,48,9,57,4912,131,7,25,504,462,20,7,113,989,37,137,60,1056,303,118,727,59,157,578,278,118,85,10.3,10632702,1783701,10319408,1897908,1403035,2587306,12078,0,0,6,71,567,1,26,300,0,0,0,0,1,57,6713,3689,3024,208,149,59,4881,1786,3095,835,1304,4486,1,1,13196,2416,137,78,2,1,9,6,12,9,16,2
R07421,福島県,会津坂下町,15068,7245,7823,14933,7188,7745,1611,821,790,7909,4032,3877,5522,2374,3148,2890,1018,1872,127,69,296,346,390,5306,5293,14752,2685,1255,1512,639,660,39,17,9159,6149,788,19,1,2,95,62,0,4,18,216,10,43,21,93,73,14,55,10,52,5726,129,13,12,613,1323,0,6,279,1240,103,114,75,366,208,49,889,99,208,835,323,106,83.2,11,9979598,1598037,9555440,2352825,836650,902263,4928,2,265,2,47,633,1,30,358,0,0,0,0,1,304,8034,4405,3629,364,256,108,5014,1738,3276,1154,2205,4659,1,0,14813,4047,187,80,2,1,9,8,25,12,13,1
R07422,福島県,湯川村,3081,1485,1596,3073,1485,1588,421,238,183,1594,789,805,1066,458,608,548,199,349,8,14,54,64,57,976,973,3040,508,163,263,118,107,6,3,1637,1637,95,4,0,0,13,10,0,1,1,31,2,0,1,7,6,3,6,2,8,879,28,0,0,49,323,0,1,10,212,54,0,3,45,48,3,61,16,26,274,70,42,88.8,10.6,3014677,333839,2860472,637536,160894,382873,0,1,85,2,22,160,1,10,82,0,0,0,0,0,0,1650,879,771,40,22,18,892,309,583,361,401,865,1,0,3096,368,24,5,0,0,1,0,0,0,0,1
R07423,福島県,柳津町,3081,1501,1580,3074,1500,1574,310,165,145,1374,740,634,1397,596,801,805,294,511,7,15,88,65,98,1127,1119,2985,531,308,380,160,213,7,3,17582,2202,178,6,0,0,28,8,2,0,4,47,1,2,6,31,18,0,9,3,13,942,48,0,0,119,117,25,0,33,207,4,3,31,123,35,0,110,14,73,215,177,63,80.5,4.9,4419119,417464,4197043,661710,583725,419986,66629,0,0,2,19,128,1,11,62,0,0,0,0,0,0,1552,871,681,46,35,11,1151,419,732,253,431,842,3,0,3050,1012,44,13,0,0,4,1,1,1,0,2
R07444,福島県,三島町,1452,714,738,1444,711,733,96,52,44,573,318,255,783,344,439,449,170,279,8,2,40,42,48,644,641,1387,309,240,240,131,154,5,2,9081,1162,84,1,0,0,10,5,2,1,1,15,4,3,1,12,11,0,7,3,8,512,24,0,0,152,28,24,1,9,69,11,16,2,35,35,0,79,12,15,34,132,37,89.8,6.2,2747710,172845,2581433,353506,213268,213046,0,0,0,1,7,38,1,9,14,0,0,0,0,0,0,623,376,247,23,17,6,710,269,441,61,170,389,1,0,1420,70,12,7,0,1,2,0,4,0,3,1
R07445,福島県,金山町,1862,908,954,1851,904,947,89,56,33,638,347,291,1134,505,629,736,287,449,11,3,74,85,63,878,874,1735,430,340,350,199,246,3,1,29392,7571,152,7,1,1,22,10,0,0,5,42,1,2,1,22,17,0,9,5,7,693,63,7,2,195,36,0,0,18,110,3,3,1,43,31,0,131,22,28,74,177,53,74.8,4.4,3748910,628503,3497023,470034,556009,335414,14737,0,0,2,10,26,1,10,18,0,0,0,0,1,59,766,457,309,19,18,1,985,377,608,91,175,497,5,0,1788,371,36,9,0,0,6,0,1,1,1,2
R07446,福島県,昭和村,1246,623,623,1242,623,619,66,34,32,487,283,204,693,306,387,452,176,276,4,9,46,52,42,626,588,1152,256,253,192,131,160,0,2,20946,1917,72,4,0,0,8,8,0,0,1,16,0,0,0,11,9,1,2,4,8,272,31,0,0,40,21,0,0,1,42,0,0,0,29,11,1,69,18,9,108,80,36,88.6,6,2292007,94196,2190340,332783,412343,148298,0,0,0,1,6,26,1,7,10,0,0,0,0,0,0,574,366,208,21,8,13,585,215,370,187,99,287,1,0,1157,107,14,5,0,0,2,0,1,1,3,1
R07447,福島県,会津美里町,19014,9108,9906,18907,9074,9833,1904,969,935,9438,4835,4603,7528,3225,4303,4018,1448,2570,38,82,376,379,496,6465,6454,18452,3128,1436,1950,876,904,48,22,27633,7536,676,16,0,0,107,68,1,2,15,176,4,12,16,52,75,12,55,12,53,4828,150,0,0,632,1008,19,4,238,846,29,30,31,184,229,57,1009,87,275,1042,532,143,86.7,5.2,13609710,1657913,13137571,3430286,1124450,1961049,28089,1,0,4,63,812,3,47,390,0,0,0,0,1,290,9738,5332,4406,333,213,120,6748,2446,4302,1459,2504,5668,1,1,19073,5519,149,39,0,1,9,5,7,10,13,4
R07461,福島県,西郷村,20808,10636,10172,20387,10429,9958,2805,1449,1356,12432,6569,5863,5185,2373,2812,2289,901,1388,243,166,276,938,710,8092,8075,19850,4246,2710,1601,764,668,97,37,19206,6211,743,17,5,0,101,84,1,3,25,127,9,50,27,100,64,21,71,4,34,10829,395,16,0,712,4702,20,13,499,1043,82,160,98,977,309,84,1119,15,585,352,148,133,85.3,3.3,12488724,4099026,11728279,4864049,1211730,1272791,61998,2,157,5,86,1114,3,58,580,0,0,0,0,0,0,10206,5780,4426,364,232,132,5872,2258,3614,630,4012,5357,1,0,20300,842,97,68,2,0,10,5,16,7,16,4
R07464,福島県,泉崎村,6213,3061,3152,6095,3020,3075,776,385,391,3451,1773,1678,1986,903,1083,969,383,586,118,28,97,111,142,2089,2085,6095,1131,439,549,261,225,11,7,3543,2421,252,16,0,1,24,53,2,2,14,52,2,2,1,19,15,2,18,3,26,4060,130,0,5,125,2485,6,13,231,422,5,43,1,122,27,2,247,24,172,320,100,41,79.2,7.2,4551558,1218827,4148245,1045679,214681,621886,4180,1,126,2,30,339,1,17,177,0,0,0,0,0,0,2891,1624,1267,200,143,57,2130,804,1326,314,1179,1386,1,1,6228,30,36,12,0,0,3,3,3,3,5,1
R07465,福島県,中島村,4885,2398,2487,4850,2368,2482,632,305,327,2774,1447,1327,1479,646,833,744,261,483,35,24,62,96,112,1520,1519,4806,785,271,338,134,141,14,9,1892,1570,167,10,0,0,35,35,0,1,8,29,1,1,2,10,13,3,8,2,9,1838,78,0,0,170,985,0,6,152,150,5,1,6,26,43,8,138,23,47,294,95,47,83.5,8.8,3770179,540099,3538331,873296,288608,703190,31181,1,110,2,24,263,1,14,132,0,0,0,0,0,0,2818,1547,1271,90,60,30,1330,477,853,491,1140,1171,0,0,4830,53,23,8,0,0,3,2,1,2,3,1
R07466,福島県,矢吹町,17287,8649,8638,17124,8559,8565,2132,1087,1045,9723,5162,4561,5429,2400,3029,2662,1031,1631,163,87,238,575,513,6102,6068,16496,3176,1609,1492,677,670,69,26,6040,4916,720,14,0,0,82,87,2,0,29,171,12,21,27,75,75,20,56,5,44,7840,93,0,0,589,2331,19,0,745,1418,67,69,133,450,337,116,1133,46,294,679,156,94,83.4,11.2,9101727,2315070,8610501,2631383,838953,1037924,350942,4,193,4,63,865,1,33,467,0,0,0,0,1,589,8249,4655,3594,361,256,105,5560,2125,3435,976,3069,4115,3,1,16980,652,143,50,3,1,8,10,32,14,31,3
R07481,福島県,棚倉町,13343,6581,6762,13236,6538,6698,1630,823,807,7372,3849,3523,4258,1864,2394,2201,821,1380,71,73,234,276,391,4728,4719,13116,2398,1210,1158,545,506,32,19,15993,4113,691,11,0,2,87,78,4,6,22,168,10,37,11,83,72,12,38,6,44,6016,140,0,40,575,2130,8,50,372,1078,68,94,84,317,300,28,462,111,159,651,178,78,81.6,12.6,8232644,1889099,7746907,1926576,680855,862398,310516,3,225,4,58,643,1,31,401,0,0,0,0,1,364,6670,3783,2887,241,169,72,4287,1516,2771,525,2773,3258,0,1,13301,1283,148,69,1,0,9,5,10,7,10,1
R07482,福島県,矢祭町,5392,2620,2772,5369,2613,2756,600,292,308,2666,1395,1271,2126,933,1193,1163,431,732,23,12,119,104,105,1867,1863,5224,945,415,582,297,261,12,3,11827,2433,265,9,1,0,63,34,0,1,5,58,2,4,3,28,22,2,20,4,9,2391,76,13,0,259,1360,0,4,38,259,10,8,4,91,39,3,180,21,26,325,244,41,74.8,3.2,5852186,877139,5089168,726373,256084,439423,183532,1,89,1,23,265,1,14,127,0,0,0,0,0,0,2764,1566,1198,118,81,37,1910,681,1229,389,1198,1173,1,1,5377,327,53,20,0,0,4,2,1,3,3,1
R07483,福島県,塙町,8302,4079,4223,8191,4041,4150,865,444,421,4214,2188,2026,3196,1429,1767,1749,673,1076,87,30,145,152,255,2935,2929,8008,1524,685,887,425,371,19,14,21141,4036,472,14,0,0,64,51,1,1,20,123,5,30,9,46,48,11,26,9,14,3495,143,0,0,357,1062,17,2,188,550,24,40,16,201,109,14,627,44,101,533,258,68,87.7,9.3,7579852,904299,7376251,1317213,857252,614280,20,2,132,2,30,350,1,20,186,0,0,0,0,0,0,4386,2438,1948,124,79,45,2690,983,1707,683,1577,1956,16,1,8389,781,109,33,0,2,4,4,21,7,15,1
R07484,福島県,鮫川村,3049,1531,1518,3031,1531,1500,316,157,159,1512,802,710,1221,572,649,650,268,382,18,10,65,44,66,1006,1004,3003,462,210,304,158,131,5,1,13134,3122,140,5,0,0,38,13,0,0,3,30,1,2,4,9,9,4,6,2,14,839,32,0,0,268,203,0,0,39,83,1,5,6,27,15,24,101,17,18,350,111,48,80.1,6.4,4035807,268781,3803921,776937,188740,590255,115951,0,0,1,14,109,1,12,77,0,0,0,0,0,0,1699,1011,688,40,24,16,990,336,654,350,645,686,1,1,3047,545,28,6,0,0,2,1,1,1,0,1
R07501,福島県,石川町,14644,7334,7310,14493,7272,7221,1424,754,670,7719,4095,3624,5430,2434,2996,2784,1058,1726,108,49,249,280,353,5214,5185,14027,2591,1298,1546,698,599,32,25,11571,5644,780,18,0,1,97,94,0,4,11,194,8,31,24,82,83,9,56,13,55,5564,136,0,13,478,1260,0,30,167,1190,125,75,99,513,206,132,636,217,287,721,335,105,82.9,5,8669589,1713108,8023447,2235364,656669,888668,271902,0,0,2,41,540,2,30,443,0,0,0,0,2,949,7403,4115,3288,262,171,91,4945,1969,2976,706,2514,3802,1,1,14197,325,176,52,2,0,10,7,11,14,20,3
R07502,福島県,玉川村,6392,3202,3190,6319,3155,3164,795,407,388,3565,1877,1688,2024,912,1112,946,368,578,71,32,105,100,154,1980,1978,6310,1006,363,507,182,154,20,8,4667,2546,299,8,0,0,65,40,0,1,8,59,2,11,10,20,25,9,14,3,24,2500,73,0,0,274,987,0,4,140,363,45,60,30,85,101,19,160,25,134,476,174,52,87,11.1,5050224,707503,4767841,1035537,421846,361758,43508,0,0,2,27,298,1,17,171,0,0,0,0,0,0,3396,1888,1508,98,65,33,1883,718,1165,471,1347,1517,2,0,6353,245,51,15,0,0,6,1,2,2,10,1
R07503,福島県,平田村,5826,2883,2943,5706,2817,2889,584,299,285,3179,1699,1480,2057,879,1178,1064,358,706,120,15,101,88,137,1953,1949,5583,927,453,529,187,202,11,6,9342,3508,244,8,0,0,58,37,0,1,2,51,1,3,4,20,23,1,13,4,18,2016,76,0,0,425,552,0,3,9,220,3,11,7,64,48,1,439,26,132,479,158,63,82.2,12.7,5463244,629844,5010022,974781,321501,762837,0,0,0,2,27,254,1,13,120,0,0,0,0,0,0,3279,1886,1393,132,86,46,1796,590,1206,567,1362,1305,1,0,5651,588,48,13,0,1,3,3,4,4,8,1
R07504,福島県,浅川町,6036,3031,3005,5990,3018,2972,682,353,329,3272,1733,1539,2055,932,1123,1081,426,655,23,22,107,110,123,2070,2069,5957,1033,490,528,234,266,11,4,3743,2146,260,3,0,0,41,55,1,0,8,54,4,7,5,20,27,5,14,2,14,1875,30,0,0,132,1012,1,0,76,264,16,7,9,55,50,10,142,23,48,322,83,51,78.9,5,4100115,657173,3878336,876680,360310,436558,22691,1,101,1,23,270,1,19,168,0,0,0,0,0,0,3129,1764,1365,133,90,43,1977,768,1209,317,1434,1366,1,1,6013,452,51,18,0,0,3,2,1,4,5,1
R07505,福島県,古殿町,4825,2364,2461,4767,2356,2411,499,243,256,2433,1279,1154,1893,842,1051,1014,384,630,58,12,86,65,111,1610,1608,4752,763,333,495,189,201,5,3,16329,2955,252,7,0,0,56,44,0,1,8,54,4,2,2,17,24,0,7,5,21,1799,266,0,0,246,668,0,7,47,218,18,7,5,47,50,0,127,26,67,334,192,65,85.3,8.1,5466247,505029,5214084,1201566,570756,577063,35237,0,0,1,15,167,1,13,136,0,0,0,0,0,0,2529,1432,1097,107,82,25,1597,566,1031,338,1034,1053,1,1,4739,1323,49,11,0,0,3,2,1,4,2,1
R07521,福島県,三春町,17018,8448,8570,16923,8412,8511,1842,959,883,9177,4735,4442,5882,2678,3204,2901,1154,1747,58,79,251,415,415,5977,5967,16689,3379,1279,1828,821,705,33,14,7276,4936,623,12,0,0,98,55,1,2,15,144,5,25,21,70,50,7,59,8,51,5702,92,0,0,646,1807,5,3,187,829,44,75,99,428,123,43,837,174,310,520,327,119,81.7,7.4,9837046,1870132,9058735,2614890,741574,1051915,207466,2,78,6,84,827,2,40,414,0,0,0,0,1,430,8720,4801,3919,351,223,128,5217,1988,3229,557,2605,5008,6,1,16544,3093,118,47,2,1,13,6,15,6,28,3
R07522,福島県,小野町,9471,4677,4794,9318,4586,4732,969,495,474,5074,2666,2408,3384,1491,1893,1800,683,1117,142,31,198,135,226,3398,3391,9284,1660,907,953,412,427,20,11,12518,3904,460,8,0,1,65,61,0,0,8,123,4,11,6,42,51,7,34,5,34,3442,73,0,38,387,1098,0,0,112,726,28,25,37,129,197,12,423,39,118,508,215,80,83.8,4.5,6819036,1196000,6580044,1785323,677934,582559,102809,0,0,1,29,389,1,21,231,0,0,0,0,1,102,4785,2685,2100,404,309,95,3239,1151,2088,561,1855,2360,2,1,9372,432,111,28,2,1,11,3,14,3,9,1
R07541,福島県,広野町,5412,3311,2101,5330,3253,2077,384,198,186,2958,1889,1069,1558,729,829,687,267,420,75,18,74,248,251,2899,2881,5051,897,1770,487,251,320,19,7,5869,1463,254,7,0,1,50,21,3,1,11,36,3,7,13,49,15,2,7,2,26,3213,25,0,4,545,578,93,16,116,224,10,136,312,427,48,2,196,12,469,74,49,70,90,6.6,6315149,2321178,5703801,938073,654779,767195,283452,0,0,1,15,145,2,34,297,0,0,0,0,1,412,2686,1869,817,71,42,29,1594,610,984,96,1048,1494,1,0,4678,457,27,17,1,1,3,1,2,0,11,1
R07542,福島県,楢葉町,3710,2147,1563,3683,2128,1555,259,132,127,1996,1276,720,1388,672,716,721,296,425,22,25,112,186,287,1977,1922,3602,805,945,504,299,253,18,5,10364,2586,236,5,1,0,53,25,0,1,9,37,1,14,12,24,16,0,10,2,26,3227,48,23,0,878,364,0,3,189,275,6,84,208,187,49,0,137,9,767,30,6,83,75.7,0,12982512,1888913,11509873,1215603,2900933,1173690,174740,0,0,1,14,132,1,12,47,0,0,0,0,0,0,1680,1213,467,58,46,12,1437,565,872,67,472,1086,1,0,6649,0,27,16,1,0,6,1,2,4,3,1
R07543,福島県,富岡町,2128,1542,586,2040,1491,549,60,21,39,1382,1092,290,482,258,224,233,96,137,10,35,170,441,535,1640,1638,2126,288,1301,159,88,163,30,23,6839,2846,148,2,0,0,41,5,4,3,3,16,5,5,18,8,3,3,5,3,24,2319,14,0,0,415,79,190,47,21,115,22,19,336,48,7,25,34,37,910,5,0,115,90.7,-0.8,21053128,2213566,19629577,3980222,1389969,2999020,169670,2,27,1,12,46,1,12,21,0,0,0,0,1,0,1338,1131,207,28,16,12,379,139,240,34,534,727,0,1,11824,199,12,4,0,1,3,2,5,3,3,1
R07544,福島県,川内村,2044,1035,1009,1947,1003,944,116,60,56,883,499,384,974,441,533,542,215,327,32,6,52,68,87,934,931,1890,432,364,308,179,149,12,2,19735,2313,95,10,0,1,19,10,0,0,0,20,1,0,1,11,3,1,5,3,10,798,89,0,7,302,68,0,0,0,87,3,0,7,49,14,4,125,14,29,113,43,52,88.5,7.7,6446628,533691,5944052,637821,344940,458919,1496975,0,0,0,0,0,0,0,0,1,25,42,22,0,0,914,556,358,22,14,8,726,267,459,129,232,486,1,0,2378,441,20,4,0,0,2,0,1,1,0,1
R07545,福島県,大熊町,847,754,93,846,753,93,1,1,0,754,697,57,87,51,36,34,18,16,1,35,113,204,183,800,799,838,29,766,20,15,41,26,15,7871,3099,24,2,0,0,6,1,0,0,0,4,0,0,0,8,0,0,2,0,1,347,25,0,0,128,4,0,0,0,19,0,0,0,123,0,0,45,0,3,0,0,123,67.3,-2.2,43107963,4155849,38703372,1731360,6584827,2355243,367141,0,0,0,0,0,0,0,0,1,17,15,3,1,0,747,700,47,7,4,3,84,42,42,14,13,718,1,1,10036,0,4,6,0,0,2,0,1,1,0,0
R07546,福島県,双葉町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,84,45,86,0,0,0,0,0,0,0,0,12,8,5142,2217,4,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,5,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,87,66.3,4.4,33068901,1354532,31436167,5202760,2123991,241042,444969,1,4,2,16,24,1,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5563,5563,0,0,0,0,0,0,0,0,0,0
R07547,福島県,浪江町,1923,1350,573,1772,1248,524,52,26,26,1056,806,250,568,321,247,242,119,123,5,40,280,236,447,1405,1404,1922,284,1062,180,116,179,38,19,22314,6271,97,1,2,0,24,7,0,2,2,17,3,3,4,11,2,0,1,2,16,858,7,22,0,299,62,0,4,18,146,12,32,22,46,8,0,2,13,165,0,0,169,80.1,4.2,41641011,1482963,40236501,3956016,2456894,1838404,408841,2,0,1,13,38,1,12,23,0,0,0,0,2,0,1058,859,199,37,30,7,460,198,262,63,525,434,6,1,15702,1845,16,9,0,0,1,2,3,2,3,1
